Point,Trees,Shrubs,Peren_FG,bare_groun,Annual_FG,ppt,vpdmin,vpdmax,tmin,tmean,tmax,tdmean,slope,dem,aspect,Runoff,Frosting_R,Flooding_F,BD_depth,AWS_50cm,AWS_25cm,AWS_150cm,AWS_100cm,Min_WTD
4332,2,15,32,41,13,915.801,18.08,160.018,77.842,147.466,217.095,65.922,0.162,296.441,301.47,5,2,-1,0,7.88,4.25,23.46,15.13,0
4333,5,1,32,1,7,915.801,18.08,160.018,77.842,147.466,217.095,65.922,0,298.824,-1,5,2,-1,0,7.88,4.25,23.46,15.13,0
4334,5,1,64,2,10,772.825,14.0554,158.437,60.8132,136.309,211.813,51.1474,0.3332,483.347,120.999,2,2,1,0,9.3,5.25,19.12,15.12,0
4335,25,9,53,13,26,1059.59,11.7227,159.241,64.6644,138.889,213.122,61.204,0.3933,381.131,87.5831,5,3,1,0,8.0664,4.3039,22.298,15.1193,0
4336,54,11,26,4,14,945.579,11.1553,155.513,68.4477,141.725,215.009,64.1621,4.696,409.992,319.294,4,2,1,0,7.9081,4.0974,21.9178,15.1022,0
4337,16,4,58,4,28,801.895,10.4795,147.091,50.0931,126.269,202.451,51.5138,4.4898,539.581,66.9321,2,1,1,0,8.54,4.55,21.54,15.04,0
4338,0,4,64,15,19,776.168,8.7594,173.464,40.9604,125.599,210.246,45.1764,1.562,487.635,125.114,5,2,1,106.497,8.6651,4.2018,18.576,14.989,0
4339,2,1,68,0,18,803.048,8.9169,163.791,68.9976,146.395,223.798,67.4409,3.7881,385.394,238.504,4,-1,1,0,7.8202,4.1746,21.2613,14.8559,0
4340,9,5,55,9,11,726.898,9.5724,162.877,70.062,146.234,222.412,66.8886,4.1236,417.709,129.818,4,2,1,0,7.81,4.17,21.21,14.83,0
4341,2,2,69,1,13,770.644,9.2572,158.7,69.4155,144.957,220.508,67.183,4.7345,417.13,326.922,4,-1,1,0,7.81,4.17,21.21,14.83,0
4342,2,7,69,10,15,783.862,8.8519,163.398,69.1193,146.397,223.682,67.5399,3.6018,413.916,320.99,4,-1,1,0,7.81,4.17,21.21,14.83,0
4343,38,11,46,3,16,776.31,9.5906,161.62,70.0154,146.098,222.189,67.3369,3.1619,411.713,80.4771,4,-1,1,0,7.81,4.17,21.21,14.83,0
4344,46,8,34,2,16,848.534,9.0572,165.024,68.9917,146.706,224.427,67.4672,2.7929,373.18,20.6421,4,-1,1,0,7.81,4.17,21.21,14.83,0
4345,8,3,79,1,8,807.532,12.692,148.577,49.0869,124.773,200.465,45.063,0.2319,503.215,232.016,4,3,1,0,10.28,5.25,17.82,14.82,0
4346,48,12,41,4,13,870.023,11.8443,176.388,68.9826,148.294,227.615,62.4154,0.1617,435.843,37.5967,1,2,4,0,8.82,4.5,19.29,14.79,0
4347,14,13,55,3,10,777.629,9.0444,160.876,69.3727,145.679,221.995,67.4528,5.5023,401.624,59.0214,4,2,1,0,7.78,4.17,21.05,14.73,0
4348,27,8,51,2,17,1061.34,13.803,156.206,76.4729,147.754,219.043,68.8182,3.4614,369.673,326.81,4,-1,1,0,7.78,4.17,21.05,14.73,0
4349,39,9,44,2,11,1104.06,8.871,158.678,72.8551,145.664,218.482,67.7161,4.5989,332.966,34.5,4,-1,1,0,7.78,4.17,21.05,14.73,0
4350,2,1,67,0,12,878.086,9.5896,142.248,47.0181,121.063,195.111,49.8779,2.8893,440.252,274.618,3,2,1,0,7.5592,4.0202,21.6227,14.5934,0
4351,6,9,72,6,20,1041.18,9.683,156.495,67.7787,141.971,216.172,65.3564,0.1063,347.618,67.4473,5,3,1,0,7.53,4.01,21.56,14.51,0
4352,1,2,72,3,13,826.055,9.6347,167.537,71.8686,149.196,226.531,68.7716,5.7333,393.846,187.936,4,2,1,0,7.61,4.13,20.85,14.5,0
4353,48,12,36,1,20,820.156,9.8015,167.983,72.2483,149.528,226.818,68.9596,3.9629,383.907,29.3662,4,2,1,0,7.61,4.13,20.85,14.5,0
4354,31,8,56,2,15,728.851,8.2697,178.019,42.0302,127.82,213.618,47.3489,2.5336,426.947,190.311,6,2,1,127,8.21,4,18.2,14.5,0
4355,5,4,70,3,15,817.374,12.1841,178.151,69.2535,148.917,228.588,61.8689,1.5372,423.698,205.379,1,2,4,0,8.41,4.25,18.88,14.38,0
4356,8,2,66,1,13,857.457,11.3213,175.657,66.7912,146.601,226.419,61.0457,0.7815,453.984,131.463,1,2,4,0,8.41,4.25,18.88,14.38,0
4357,19,5,64,1,12,860.906,8.079,162.189,68.4844,145.339,222.201,67.4189,4.6996,331.231,350.676,4,2,1,0,7.51,4.02,20.4,14.28,0
4358,2,3,79,0,15,890.181,10.1606,159.437,71.5953,145.94,220.296,67.8001,4.3055,390.236,313.886,4,2,1,0,7.51,4.02,20.4,14.28,0
4359,3,1,72,0,23,809.343,9.2557,168.754,71.3049,149.144,226.993,68.5502,3.078,385.902,303.722,4,2,1,0,7.51,4.02,20.4,14.28,0
4360,4,5,66,2,13,1053.78,8.7463,158.206,67.4348,143.661,219.897,66.8381,4.4451,342.345,37.0162,4,2,1,0,7.51,4.02,20.4,14.28,0
4361,38,5,41,3,11,755.372,12.4794,152.566,49.931,127.294,204.668,47.2383,0.2295,518.322,178.356,1,2,3,0,9.51,5.25,18.51,14.01,0
4362,5,1,71,1,14,742.806,12.0874,179.506,70.5931,150.518,230.454,64.0949,3.0752,429.388,237.759,3,2,1,82,8.24,4.35,14.38,13.82,0
4363,17,3,54,12,21,728.269,9.6723,168.477,45.0071,127.466,209.929,47.3275,2.8295,520.798,308.392,6,2,1,77,8.38,4.68,13.76,13.76,0
4364,6,2,73,1,17,796.024,9.2689,169.185,42.5193,125.794,209.075,46.2033,2.7573,509.41,260.288,6,2,1,77,8.38,4.68,13.76,13.76,0
4365,3,5,59,21,24,711.233,11.6023,151.627,44.2045,123.874,203.55,46.2033,0.4846,571.671,121.874,2,0,1,0,6.6518,3.2788,20.8145,13.7357,0
4366,4,1,64,5,25,714.438,11.2742,170.772,70.1072,147.997,225.892,65.4647,1.9991,424.725,334.057,4,2,1,0,7.23,3.87,19.68,13.72,0
4367,8,0,66,0,15,728.92,11.7461,174.731,70.3396,149.083,227.835,64.6155,1.4724,419.301,331.814,4,2,1,0,7.23,3.87,19.68,13.72,0
4368,2,3,74,2,12,810.957,9.2302,164.504,70.7628,147.74,224.726,68.3503,4.5165,420.231,314.303,4,2,1,0,7.23,3.87,19.68,13.72,0
4369,1,1,69,2,18,824.402,9.4619,164.946,71.0472,148.03,225.021,68.3384,2.7406,421.803,311.265,4,2,1,0,7.23,3.87,19.68,13.72,0
4370,7,3,68,1,9,800.709,12.2991,164.95,73.4838,147.646,221.816,65.9638,3.2628,454.422,245.847,4,2,1,0,7.23,3.87,19.68,13.72,0
4371,7,5,60,4,16,809.315,14.8051,171.606,72.0067,147.486,222.974,63.7285,3.5659,404.066,87.0997,4,2,1,0,7.23,3.87,19.68,13.72,0
4372,2,2,65,5,10,760.193,8.6376,158.963,68.5383,144.933,221.332,67.2806,5.3328,421.744,17.8288,4,2,1,0,7.2238,3.87,19.6738,13.7169,0
4373,50,8,30,5,8,890.868,12.8403,164.223,72.9978,147.001,221.011,65.5699,2.1878,383.194,285.944,4,2,1,0,7.21,3.87,19.66,13.71,0
4374,28,5,53,0,19,750.359,8.6657,159.91,68.2625,144.912,221.567,67.096,3.9344,417.361,77.9659,4,2,1,0,7.21,3.87,19.66,13.71,0
4375,47,9,39,2,14,863.038,9.1606,164.972,72.8,149.105,225.419,69.6065,5.0475,339.059,34.6243,4,2,1,0,7.21,3.87,19.66,13.71,0
4376,3,0,69,0,13,791.881,11.8569,164.87,70.5869,146.058,221.536,64.0398,1.164,440.139,21.8378,4,2,1,0,7.21,3.87,19.66,13.71,0
4377,3,1,78,0,15,891.634,10.9205,166.169,76.1662,152.068,227.977,71.3294,2.1195,323.592,124.968,4,1,1,94,7.87,4.41,13.71,13.71,0
4378,10,5,56,21,12,752.825,10.0057,153.875,41.6522,122.49,203.336,44.2328,0.2282,583.592,334.486,2,1,1,0,5.39,2.73,23.95,13.68,0
4379,19,5,65,5,11,734.207,9.628,158.051,40.2888,122.874,205.471,43.6413,0.2607,596.65,285.418,2,1,1,0,5.39,2.73,23.95,13.68,0
4380,5,3,63,7,14,751.103,11.9658,149.25,44.2157,122.566,200.924,41.7298,0.477,609.706,282.754,2,1,1,0,5.39,2.73,23.95,13.68,0
4381,11,3,49,20,21,720.278,9.5714,158.539,39.7896,122.714,205.647,43.3512,0.082,597.624,216.198,2,1,1,0,5.39,2.73,23.95,13.68,0
4382,0,6,59,23,22,742.035,7.8071,171.179,35.4443,123.865,212.293,43.4672,0.6261,607.229,193.05,2,1,1,0,5.39,2.73,23.95,13.68,0
4383,2,3,62,14,20,721.444,10.5448,149.454,42.1158,121.642,201.176,44.1597,0.3894,549.197,177.345,2,1,1,0,5.39,2.73,23.95,13.68,0
4384,20,4,54,12,23,733.11,10.3174,150.926,44.7784,123.803,202.833,46.9862,0.2697,535.706,176.886,2,1,1,0,5.39,2.73,23.95,13.68,0
4385,5,3,52,14,19,718.05,10.467,150.159,41.9266,121.741,201.564,44.1733,0.3968,546.716,171.055,2,1,1,0,5.39,2.73,23.95,13.68,0
4386,4,2,63,10,12,768.71,9.5865,156.62,43.4131,124.054,204.702,46.3165,0.5594,562.967,148.806,2,1,1,0,5.39,2.73,23.95,13.68,0
4387,13,7,48,8,25,750.917,11.8881,150.003,44.3033,122.769,201.242,41.8843,0.9805,620.993,83.0874,2,1,1,0,5.39,2.73,23.95,13.68,0
4388,18,7,54,14,21,729.125,10.6744,150.264,42.6482,122.139,201.637,43.9165,0.4969,588.431,62.8625,2,1,1,0,5.39,2.73,23.95,13.68,0
4389,13,5,60,16,23,705.643,10.3363,150.928,44.5238,123.696,202.878,46.5923,1.9711,559.24,8.3266,2,1,1,0,5.39,2.73,23.95,13.68,0
4390,0,4,68,19,23,712.203,10.1698,154.953,44.007,124.199,204.4,46.1063,3.1211,564.784,205.806,2,1,1,0,5.3878,2.7278,23.9478,13.6778,0
4391,16,9,45,8,19,816.99,11.656,144.791,48.868,124.287,199.713,47.7071,0.8032,520.296,256.997,2,1,1,0,5.37,2.71,23.93,13.66,0
4392,24,3,64,2,19,744.854,12.7008,148.883,48.0764,124.181,200.293,44.406,0.1665,510.726,231.444,2,1,1,0,5.37,2.71,23.93,13.66,0
4393,6,1,71,0,11,734.773,12.4092,148.944,46.7531,123.423,200.1,43.9685,0.1462,517.727,165.774,2,1,1,0,5.37,2.71,23.93,13.66,0
4394,0,5,59,23,24,714.131,8.2723,169.135,35.4558,123.423,211.398,43.2064,0.8654,574.504,147.54,2,1,1,0,5.37,2.71,23.93,13.66,0
4395,45,5,41,7,9,779.392,13.0355,149.08,50.9224,125.792,200.67,46.21,0.8286,494.029,131.73,2,1,1,0,5.37,2.71,23.93,13.66,0
4396,4,3,63,12,22,819.93,10.4257,158.627,63.6401,139.303,214.974,61.4833,4.0376,458.571,257.607,4,2,1,0,7.16,3.85,19.61,13.66,0
4397,13,5,49,7,19,936.985,11.6143,155.442,61.3649,135.431,209.5,57.6212,4.8898,422.375,209.059,3,1,1,0,6.9561,3.4566,20.6723,13.6439,0
4398,13,3,45,9,22,703.31,12.1184,161.913,58.985,136.315,213.656,53.8393,0.1748,489.396,107.747,2,2,1,0,7.8,4,17.62,13.62,0
4399,18,5,50,6,22,700.837,11.9015,163.806,59.9022,137.577,215.257,55.0473,0.2895,512,56.7773,2,2,1,0,7.8,4,17.62,13.62,0
4400,0,2,68,6,14,724.326,9.7833,162.389,45.5124,126.446,207.386,48.4136,1.117,528.041,197.342,2,3,1,0,7.9447,3.2873,16.6047,13.6047,0
4401,9,6,55,19,21,643.011,11.8334,166.572,59.8143,138.065,216.324,54.3524,0.227,548.917,57.2206,4,2,1,0,6.67,3.42,20.47,13.57,0
4402,1,3,69,13,8,746.09,10.3422,149.402,43.2632,122.239,201.224,45.1688,1.0802,586.912,203.663,2,1,1,0,5.3852,2.7248,23.5875,13.5361,0
4403,0,8,35,33,12,1013.05,11.6901,154.169,61.3004,135.188,209.083,57.361,0.1537,409.541,258.44,3,2,1,0,7.3,3.55,15.9,13.4,0
4404,33,8,55,5,8,951.435,12.6275,156.493,59.6235,134.201,208.784,53.7735,0.1908,427.012,221.347,3,2,1,0,7.3,3.55,15.9,13.4,0
4405,2,2,69,7,9,1016.4,11.6206,154.318,61.3576,135.286,209.222,57.5212,0.0273,407.381,140.827,3,2,1,0,7.3,3.55,15.9,13.4,0
4406,16,8,49,8,23,949.911,12.7114,156.492,59.6592,134.195,208.737,53.6079,0.3844,428.652,134.351,3,2,1,0,7.3,3.55,15.9,13.4,0
4407,10,6,59,20,27,957.4,12.7333,156.803,59.7648,134.332,208.906,53.6921,0.2168,429.292,99.4743,3,2,1,0,7.3,3.55,15.9,13.4,0
4408,13,6,66,7,11,1012.14,11.6734,154.089,61.1193,135.056,208.999,57.2447,0.0005,411.648,12.2454,3,2,1,0,7.3,3.55,15.9,13.4,0
4409,3,1,75,0,10,870.557,9.8275,144.219,47.732,121.803,195.882,49.7851,3.1853,403.35,229.728,1,1,1,0,7.27,3.75,16.88,13.28,0
4410,0,3,72,12,19,794.037,10.6479,144.813,48.9707,122.501,196.035,48.9577,2.6782,432.148,33.0282,1,1,1,0,7.27,3.75,16.88,13.28,0
4411,0,1,70,4,10,746.943,11.3251,177.943,68.4699,148.742,229.021,63.0863,4.1301,428.494,129.809,4,2,1,0,9.5,5.25,14.74,13.24,0
4412,7,5,70,11,9,882.998,11.0209,147.619,49.0112,123.067,197.129,47.5558,1.2916,461.589,240.445,3,2,1,0,7.9656,4.4223,16.5253,13.1942,0
4413,7,2,67,1,11,772.498,10.7706,161.858,62.0603,138.946,215.841,58.03,5.6776,531.196,339.27,4,1,1,0,7.7387,4.1325,18.5522,13.1569,0
4414,7,1,67,0,13,785.698,10.4676,148.798,45.0679,123.469,201.877,47.1062,0.296,526.724,189.405,2,2,1,0,7.98,4,17.1,13.1,0
4415,9,3,55,10,17,698.182,11.5288,152.1,43.5802,123.713,203.854,45.6686,0.2436,589.047,97.0136,3,1,1,0,6.3845,3.1475,19.6665,13.0285,0
4416,0,5,73,16,16,934.145,12.3031,156.645,58.5823,133.757,208.941,53.3195,0.1573,444.571,55.8978,3,2,1,0,8.5,4.25,13,12.94,0
4417,22,7,51,7,18,738.304,10.5456,148.779,43.2515,122.125,201.009,44.9006,0.7788,579.634,4.7086,2,1,1,0,5.3922,2.7143,22.0104,12.9333,0
4418,2,2,72,7,12,765.646,7.6841,181.521,39.6841,127.161,214.647,46.7905,4.6652,436.133,197.947,5,2,1,0,6.92,3.5,18.92,12.92,0
4419,10,5,68,14,7,787.389,10.6981,153.704,47.1981,123.98,200.766,46.8426,5.6207,415.435,65.97,5,2,1,0,6.92,3.5,18.92,12.92,0
4420,0,0,0,0,0,878.792,11.384,164.056,77.728,152.236,226.749,72.006,0.5777,267.374,292.379,-1,3,4,0,6.41,3.29,19.29,12.84,0
4421,8,9,65,1,15,869.548,11.1985,166.531,77.4042,152.605,227.815,71.7305,0.2376,269.97,122.876,-1,3,4,0,6.41,3.29,19.29,12.84,0
4422,8,2,55,0,5,1054.92,11.218,166.043,76.8625,151.346,225.835,70.2266,0.1212,275.273,104.351,-1,3,4,0,6.41,3.29,19.29,12.84,0
4423,8,3,57,14,25,893.079,11.5264,144.142,54.6261,127.762,200.904,55.6838,0.556,335.777,256.288,-1,2,4,0,6.41,3.29,19.29,12.84,0
4424,3,4,64,5,20,1042.2,8.7059,149.81,72.0312,142.419,212.81,70.6295,0.4046,305.04,219.275,-1,2,4,0,6.41,3.29,19.29,12.84,0
4425,18,6,61,1,12,897.293,11.5747,144.413,54.6317,127.919,201.212,55.7299,0.1158,330.804,209.254,-1,2,4,0,6.41,3.29,19.29,12.84,0
4426,18,8,54,6,26,894.102,11.9751,144.295,55.562,128.493,201.433,55.9935,0.184,336.125,161.303,-1,2,4,0,6.41,3.29,19.29,12.84,0
4427,16,11,62,8,22,866.272,11.282,143.342,54.3448,127.067,199.795,55.4199,0.3056,333.248,63.5501,-1,2,4,0,6.41,3.29,19.29,12.84,0
4428,1,6,63,20,15,701.555,13.7501,170.733,63.1395,140.412,217.691,53.0339,0.8613,553.041,153.771,2,2,1,0,6.82,3.5,18.82,12.82,0
4429,18,8,52,6,23,706.59,10.3462,152.23,44.2925,123.833,203.384,46.2644,1.0676,567.475,357.355,1,1,1,0,6.4415,3.2566,18.5523,12.7038,0
4430,18,5,66,1,11,780.793,10.4884,154.058,46.6803,123.946,201.216,46.7257,5.4391,457.167,171.616,6,2,1,76.8387,7.7242,4.2315,12.7238,12.7037,0
4431,2,1,78,1,14,777.156,9.3773,164.391,42.3689,125.05,207.735,45.8137,4.1241,503.137,330.13,6,2,1,77,7.72,4.23,12.69,12.69,0
4432,13,2,72,1,17,776.594,11.1479,149.595,48.4173,123.277,198.144,47.0672,4.8342,426.939,291.121,6,2,1,77,7.72,4.23,12.69,12.69,0
4433,6,4,74,1,13,800.427,9.1335,168.561,40.8697,125.016,209.172,44.7329,3.001,549.688,287.871,6,2,1,77,7.72,4.23,12.69,12.69,0
4434,9,2,79,3,4,768.457,9.4062,166.712,42.9019,125.674,208.454,46.222,4.5257,488.841,257.826,6,2,1,77,7.72,4.23,12.69,12.69,0
4435,3,1,65,1,24,728.285,9.8485,168.941,45.6784,127.653,209.637,46.9657,2.9774,514.555,246.82,6,2,1,77,7.72,4.23,12.69,12.69,0
4436,13,2,67,2,7,786.896,9.1533,169.75,40.1531,125.124,210.104,44.3536,9.5979,525.115,206.525,6,2,1,77,7.72,4.23,12.69,12.69,0
4437,16,1,65,2,8,790.486,9.1368,169.545,40.3285,125.108,209.898,44.4857,3.4965,513.761,190.139,6,2,1,77,7.72,4.23,12.69,12.69,0
4438,26,3,54,4,8,775.455,9.1914,166.852,41.7372,125.128,208.529,45.6745,8.1029,473.956,133.352,6,2,1,77,7.72,4.23,12.69,12.69,0
4439,29,6,43,1,9,735.204,9.851,161.836,45.8444,126.14,206.439,47.3866,7.2262,463.646,125.786,6,2,1,77,7.72,4.23,12.69,12.69,0
4440,4,1,75,1,14,733.58,9.7458,169.62,45.3603,127.787,210.22,47.3762,5.4907,478.141,56.8131,6,2,1,77,7.72,4.23,12.69,12.69,0
4441,34,5,44,1,10,791.218,9.238,170.474,43.0435,126.449,209.864,46.6335,6.3352,476.811,40.4632,6,2,1,77,7.72,4.23,12.69,12.69,0
4442,1,11,42,33,15,901.826,10.1516,155.033,70.8843,143.126,215.374,66.253,0.3313,291.109,194.167,1,1,4,0,6.45,3.35,18.85,12.65,0
4443,12,9,62,3,12,1110.25,10.1254,155.733,70.2817,143.349,216.424,66.4023,1.9576,321.257,47.9391,1,1,4,0,6.45,3.35,18.85,12.65,0
4444,2,4,48,16,13,814.143,11.366,146.859,49.2773,122.659,196.047,47.5376,2.0049,421.62,35.0928,5,2,2,57.7218,6.6119,3.486,15.1425,12.6389,0
4445,9,4,53,4,13,869.85,11.48,143.256,54.9376,127.486,200.042,55.7294,0.0523,334.624,224.824,1,1,4,0,8.73,4.48,15.05,12.55,0
4446,11,9,51,19,25,880.041,11.3135,143.545,54.1486,127.067,199.993,55.3323,0.2295,334.355,33.4913,1,1,4,0,8.73,4.48,15.05,12.55,0
4447,13,6,44,3,20,770.505,9.8362,159.033,45.7279,125.645,205.565,48.5144,1.0678,517.143,198.276,1,3,1,0,6.7,2.25,15.36,12.36,0
4448,1,5,62,16,8,772.802,9.8377,158.289,45.817,125.535,205.258,48.6126,0.58,527.973,184.349,1,3,1,0,6.7,2.25,15.36,12.36,0
4449,9,3,57,13,20,760.381,9.7774,159.715,45.6088,125.734,205.864,48.5242,0.7154,509.284,112.228,1,3,1,0,6.7,2.25,15.36,12.36,0
4450,16,3,53,11,14,714.081,9.7581,162.488,45.426,126.499,207.579,48.3768,0.4937,524.709,53.5376,1,3,1,0,6.7,2.25,15.36,12.36,0
4451,13,5,47,8,19,706.735,10.0804,154.289,44.6171,124.433,204.254,47.1419,0.4049,545.474,225.657,2,2,1,0,6.2407,2.9963,18.4242,12.3324,0
4452,15,4,64,2,9,691.745,12.3581,159.241,54.4702,132.663,210.863,50.0223,0.2822,517.657,286.703,1,2,4,0,8.82,5.25,15.82,12.32,0
4453,7,3,59,13,8,781.458,8.9313,171.252,38.4151,124.761,211.115,43.2795,2.6817,571.36,275.022,2,2,1,0,6.18,2.99,16.57,12.29,0
4454,13,2,71,7,8,786.62,9.579,157.484,42.5724,123.825,205.087,45.7717,0.4714,558.573,75.9716,4,3,1,0,5.49,2.25,15.29,12.29,0
4455,20,8,51,8,21,767.527,8.5924,170.837,37.8989,124.665,211.441,43.7255,1.5711,573.667,30.7283,4,3,1,0,5.49,2.25,15.29,12.29,0
4456,1,4,71,2,12,728.565,12.7136,181.228,71.3052,151.379,231.462,63.6815,7.5497,442.683,336.201,6,2,1,89,7.5,3.96,12.29,12.29,0
4457,5,4,67,3,10,714.428,13.0362,180.097,71.4544,151.042,230.637,63.0612,8.2095,427.5,147.116,6,2,1,89,7.5,3.96,12.29,12.29,0
4458,6,4,62,5,11,732.325,11.4636,176.414,70.3237,149.711,229.103,64.8794,1.5989,429.213,80.7486,6,2,1,89,7.5,3.96,12.29,12.29,0
4459,19,5,45,7,14,692.465,12.0392,163.488,62.9117,139.077,215.249,55.7169,2.0449,556.787,223.736,3,1,1,0,7.28,4,17.28,12.28,0
4460,6,3,72,0,9,739.563,12.2374,178.921,70.1553,149.777,229.406,62.9892,3.1628,425.694,280.582,3,2,1,0,9.15,4.9,13.69,12.19,0
4461,13,4,58,1,8,871.712,7.1815,136.193,42.9095,119.026,195.148,52.2832,2.7084,460.611,70.2165,5,2,1,0,6.4668,3.2619,17.8123,12.0729,0
4462,14,5,56,9,16,762.125,11.6272,175.586,69.3537,148.666,227.984,63.6645,1.4482,445.474,247.613,3,1,0,0,6.0558,2.988,17.873,12.0442,0
4463,0,5,65,25,11,739.733,7.8849,177.349,38.6411,125.337,212.041,45.3077,0.459,464.865,189.735,1,1,1,0,7.46,4,15.54,12.04,0
4464,17,6,50,9,24,741.777,9.5473,167.45,45.0843,127.423,209.767,47.7174,0.2281,523.405,48.8863,1,2,1,0,6.3913,3.2699,17.654,12.024,0
4465,13,7,45,13,21,722.677,12.1122,161.565,58.5469,136.088,213.639,53.7172,0.1001,497.057,344.982,1,2,4,0,7.52,4.5,16.52,12.02,0
4466,50,8,43,1,8,680.997,12.333,158.267,53.3346,131.568,209.809,49.1393,0.1289,519.902,67.622,1,2,4,0,7.52,4.5,16.52,12.02,0
4467,0,4,53,20,15,828.931,11.5489,175.826,68.3797,147.787,227.199,62.7188,2.0176,454.588,182.053,4,2,1,0,8.7724,5.25,13.5907,11.9207,0
4468,24,6,49,16,27,668.359,11.6797,166.834,58.3004,137.371,216.449,53.5318,0.9589,522.194,164.395,1,2,4,0,7.4254,4.4054,16.3071,11.9184,0
4469,2,0,72,0,19,802.914,9.1475,169.109,40.6432,125.012,209.391,44.5233,4.1537,550.242,176.557,3,1,1,27.7823,7.1319,4.083,14.0898,11.8527,0
4470,16,8,43,6,19,843.302,12.0775,151.924,48.5998,122.717,196.84,45.3703,2.5571,382.495,291.483,5,2,1,77,9,5.25,11.85,11.85,0
4471,22,11,43,7,21,803.747,10.71,145.778,48.4689,121.988,195.517,48.2546,0.6853,409.304,248.231,5,2,1,77,9,5.25,11.85,11.85,0
4472,13,4,50,15,23,723.59,12.1137,161.543,58.5082,136.057,213.614,53.678,0.0203,496.976,289.693,1,2,4,0,7.27,4.25,16.27,11.77,0
4473,6,4,56,16,23,884.01,8.7945,140.686,45.1391,119.887,194.64,49.924,3.7281,438.406,15.434,2,1,1,0,6.4827,3.3392,16.1123,11.7423,0
4474,10,3,56,12,18,746.442,8.2238,169.697,37.0549,124.209,211.372,43.8292,0.1864,598.869,188.707,2,2,1,0,7.2,3.5,14.21,11.71,0
4475,5,6,57,20,15,666.709,12.2264,167.119,63.1291,140.379,217.639,56.1056,0.1012,535.251,264.924,1,2,1,0,8,4,12.99,11.49,0
4476,4,7,63,17,19,663.214,11.8618,166.533,62.9863,140.293,217.61,56.8088,0.0869,530.46,71.1898,1,2,1,0,8,4,12.99,11.49,0
4477,8,7,59,23,17,732.903,11.8007,153.058,44.11,123.519,202.935,41.9497,1.5244,630.078,96.2772,3,1,1,0,5.4132,2.7416,18.0944,11.4086,0
4478,6,3,73,1,12,784.912,9.3561,164.256,41.8527,124.815,207.782,45.4601,4.4029,519.435,228.39,5,2,1,77,7.49,4.06,11.92,11.4,0
4479,36,7,48,2,8,797.24,9.568,160.749,41.5672,124.043,206.524,45.076,13.0998,541.898,179.252,5,2,1,77,7.49,4.06,11.92,11.4,0
4480,8,1,75,1,9,789.14,9.0812,171.241,39.2285,125.06,210.901,43.567,1.6002,546.14,114.383,5,2,1,77,7.49,4.06,11.92,11.4,0
4481,2,1,72,2,12,704.361,9.4842,172.662,45.3156,128.523,211.738,47.5927,2.0783,474.381,328.615,2,1,1,0,6.8,4,14.88,11.38,0
4482,27,3,46,1,9,813.171,9.2247,168.088,41.6569,125.057,208.463,44.924,4.8634,506.032,246.13,2,1,1,0,6.8,4,14.88,11.38,0
4483,4,0,77,1,19,749.131,9.627,167.537,44.0587,126.483,208.913,46.6741,3.731,492.006,239.551,2,1,1,0,6.8,4,14.88,11.38,0
4484,2,4,62,14,13,799.138,12.465,149.014,49.819,122.708,195.605,45.6695,1.9571,419.802,231.783,2,1,1,0,6.8,4,14.88,11.38,0
4485,1,2,76,5,10,787.816,8.1862,178.513,40.0415,126.431,212.828,45.6413,5.2648,461.079,200.508,2,1,1,0,6.8,4,14.88,11.38,0
4486,0,2,71,5,24,722.513,9.5767,170.092,45.4034,128.04,210.684,47.4151,3.589,502.145,186.544,2,1,1,0,6.8,4,14.88,11.38,0
4487,1,3,65,14,12,762.684,8.0611,178.031,39.6386,126.127,212.622,45.8739,4.5379,457.947,151.138,2,1,1,0,6.8,4,14.88,11.38,0
4488,3,0,76,1,21,822.312,8.3939,178.142,40.776,126.616,212.462,45.7077,4.6248,434.028,150.305,2,1,1,0,6.8,4,14.88,11.38,0
4489,37,8,45,2,11,757.527,9.3839,167.329,42.0961,124.709,207.331,44.0623,5.7777,543.007,147.718,2,1,1,0,6.8,4,14.88,11.38,0
4490,7,7,65,4,13,674.579,9.5734,179.475,45.5729,129.936,214.306,47.7613,1.8748,408.745,130.04,2,1,1,0,6.8,4,14.88,11.38,0
4491,10,5,61,7,17,782.925,8.9464,157.842,44.5686,124.792,205.023,48.1177,1.0531,529.433,88.8391,2,1,1,0,6.8,4,14.88,11.38,0
4492,2,6,66,15,19,748.838,8.9143,159.971,44.7368,125.914,207.1,48.6275,1.6745,511.71,82.6585,2,1,1,0,6.8,4,14.88,11.38,0
4493,11,2,72,1,21,689.647,9.5562,175.065,45.5058,129.218,212.938,47.6129,4.3683,441.655,29.0537,2,1,1,0,6.8,4,14.88,11.38,0
4494,4,3,65,10,14,875.423,10.8044,148.137,48.3443,122.951,197.564,47.4129,2.0502,466.492,13.3678,2,1,1,0,6.8,4,14.88,11.38,0
4495,2,9,56,13,17,765.922,9.1894,167.945,41.6934,124.797,207.909,44.6253,2.3817,522.888,10.9944,2,1,1,0,6.8,4,14.88,11.38,0
4496,1,1,68,3,17,725.74,10.0252,171.232,46.519,128.487,210.462,47.8327,7.0581,425.76,211.692,2,1,1,0,6.7673,3.9771,14.8463,11.3402,0
4497,18,7,53,12,27,965.565,11.8491,155.311,61.2026,135.214,209.23,57.0531,2.9658,421.882,248.26,3,1,1,0,5.86,2.88,17.22,11.32,0
