Point,Trees,Shrubs,Peren_FG,bare_groun,Annual_FG,ppt,vpdmin,vpdmax,tmin,tmean,tmax,tdmean,slope,dem,aspect,Runoff,Frosting_R,Flooding_F,BD_depth,AWS_50cm,AWS_25cm,AWS_150cm,AWS_100cm,Min_WTD
3088,2,6,70,21,23,735.7100,12.1610,174.4520,69.8890,148.3200,226.7580,62.4840,1.7042,461.2470,123.6420,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3089,1,5,63,16,11,882.2410,11.3710,158.6930,65.8910,140.8740,215.8660,61.3760,1.5371,472.8660,115.0000,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3090,0,5,67,17,16,622.3620,14.9830,175.3760,67.9010,144.8710,221.8500,54.4400,0.9301,539.3860,114.8140,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3091,15,7,47,17,13,616.6810,14.1720,174.2900,67.9440,145.3760,222.8160,56.4190,0.8474,526.7980,97.2846,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3092,1,3,59,18,24,636.3530,13.7960,171.7070,67.1880,144.2920,221.4080,56.7380,0.9128,523.2730,95.5696,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3093,1,5,65,16,23,769.1150,11.8610,170.2980,70.3590,147.6110,224.8710,64.1410,0.8002,441.6410,84.4597,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3094,18,4,54,10,20,747.3290,11.3630,174.3240,69.2640,148.3630,227.4720,64.0350,0.8766,444.0170,82.1807,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3095,0,5,67,24,15,739.7460,11.8080,169.5320,69.6840,146.8960,224.1200,63.6240,1.3547,436.3670,80.8450,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3096,3,4,77,0,17,779.2510,11.8160,164.9370,70.5170,146.0690,221.6270,64.0250,1.8681,457.5900,79.5760,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3097,7,5,58,10,23,853.3520,11.1640,158.2670,67.7050,142.3940,217.0900,62.4600,0.9886,476.3020,75.0459,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3098,15,6,55,15,22,757.3370,11.4160,174.0670,68.6870,147.8200,226.9590,63.3050,0.2750,461.3350,64.3142,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3099,3,2,74,8,15,758.3010,11.3340,172.5230,68.4010,147.1510,225.9080,62.8470,0.5430,457.6780,61.6398,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3100,16,5,58,11,21,742.8620,12.1260,172.6560,70.5670,148.1910,225.8210,63.9500,1.5530,416.9220,60.9608,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3101,13,8,49,22,19,643.0520,14.6180,170.7870,70.7500,146.3700,221.9940,58.3810,0.3593,508.7820,50.3849,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3102,15,9,53,11,18,800.5280,11.8710,161.0680,66.3260,141.7580,217.2010,60.4160,0.1044,482.9980,46.0794,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3103,14,8,51,22,24,698.9820,14.2860,171.6790,69.9920,146.1640,222.3410,58.2940,0.3204,512.0550,29.4771,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3104,4,6,61,19,17,634.3130,15.0250,171.5140,71.5070,147.0110,222.5250,58.4520,0.3762,504.0820,21.2418,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3105,4,6,59,13,18,855.4670,12.6800,166.3450,68.3410,144.5260,220.7150,60.4430,0.2127,484.5670,20.1008,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3106,8,5,51,19,17,719.8650,13.9020,173.0100,69.6150,146.4260,223.2400,58.4030,0.5441,499.3640,17.8822,1,3,1,0.0000,9.0500,5.2600,26.5800,17.1000,0.0000
3107,55,11,29,6,11,984.1370,10.2720,156.9200,61.1880,135.8460,210.5100,61.3170,0.6105,311.6300,259.2080,3,1,4,0.0000,9.0000,5.0000,21.6400,17.0000,0.0000
3108,15,8,51,13,21,677.3590,14.2190,173.9040,68.5600,145.7620,222.9710,56.9710,0.2061,518.6370,105.1990,3,2,1,0.0000,9.9700,5.7500,25.3100,16.9600,0.0000
3109,3,2,68,1,14,902.0600,10.0790,169.1600,73.7100,150.8670,228.0320,69.8990,3.4020,354.7790,272.3590,5,2,1,0.0000,8.9000,4.7500,25.3800,16.9000,0.0000
3110,0,5,64,16,14,744.2380,10.5660,174.0570,67.1490,147.0340,226.9250,62.9470,0.8592,449.4230,323.8690,6,2,1,0.0000,9.8900,5.7500,23.8900,16.8900,0.0000
3111,3,0,65,3,15,781.9240,9.1090,159.6830,45.3490,125.5130,205.6820,48.5090,3.5060,497.3390,351.4140,5,3,1,0.0000,10.2900,5.2600,20.0000,16.8600,0.0000
3112,2,4,66,17,11,850.8630,11.2160,147.1690,49.1620,122.8870,196.6180,47.4040,4.0180,471.7300,262.7130,5,3,1,0.0000,10.2900,5.2600,20.0000,16.8600,0.0000
3113,9,4,76,0,15,695.6680,10.0400,177.6020,47.2490,130.2260,213.2170,48.4670,2.4975,421.6940,84.0188,5,3,1,0.0000,10.2900,5.2600,20.0000,16.8600,0.0000
3114,3,4,72,4,20,1057.5200,11.3630,156.6490,63.1280,137.5240,211.9250,59.6440,3.1706,437.9100,290.8670,5,3,1,0.0000,8.2400,4.1800,27.0800,16.7800,0.0000
3115,12,11,54,10,23,1156.8100,11.9640,154.7070,75.7260,146.5290,217.3390,68.7180,3.7329,371.4860,106.2380,5,3,1,0.0000,8.2400,4.1800,27.0800,16.7800,0.0000
3116,4,6,59,9,21,998.2930,9.8890,157.6060,65.7970,140.6900,215.5910,63.6440,4.4533,371.4060,74.6362,5,3,1,0.0000,8.2400,4.1800,27.0800,16.7800,0.0000
3117,4,0,69,2,21,741.1150,10.4030,159.9350,59.8290,137.0520,214.2870,57.6260,1.3253,504.3580,137.2880,5,2,1,0.0000,8.5200,4.3900,25.0200,16.7700,0.0000
3118,7,7,69,5,23,1099.4400,8.7710,157.7400,71.6340,145.0930,218.5600,67.3480,3.2994,350.1010,283.2900,5,3,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3119,9,6,57,14,21,1133.4700,9.2930,156.6640,70.7820,144.2000,217.6280,67.2230,4.1110,327.6490,254.9420,5,3,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3120,55,15,44,4,9,1115.3500,8.4930,162.9030,70.1410,145.6830,221.2320,67.1790,5.5334,294.9320,248.0420,5,3,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3121,10,1,54,0,19,840.6900,11.9050,161.9960,69.0010,143.8510,218.7090,64.0780,2.5563,417.6080,208.8180,5,3,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3122,1,2,74,4,16,1000.7400,9.9100,155.4270,76.4770,146.8390,217.2090,68.1960,3.4448,335.6110,197.8750,5,3,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3123,2,5,74,16,28,1098.5200,9.4100,154.6800,75.2350,145.8560,216.4890,68.4590,3.9696,343.8700,188.1570,5,3,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3124,8,8,55,11,28,1109.9100,8.7200,158.6700,71.7780,145.1200,218.4640,67.9130,2.4616,342.0850,144.2250,5,3,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3125,8,6,63,8,25,1098.2300,9.0170,157.6600,74.0270,145.9510,217.8880,67.8310,3.7449,345.5140,116.7740,5,3,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3126,10,6,51,8,24,1079.2400,10.0730,159.7390,74.8810,147.4120,219.9470,67.8920,4.0883,339.0940,52.2211,5,3,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3127,3,4,70,7,20,855.8400,10.4870,163.4450,76.3190,151.1430,225.9720,71.0620,1.9965,330.4090,321.0570,-1,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3128,2,3,69,7,22,855.8400,10.4870,163.4450,76.3190,151.1430,225.9720,71.0620,1.1442,329.3200,200.2820,-1,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3129,2,3,70,2,15,905.5630,9.3910,162.0000,73.0530,147.9940,222.9450,69.0650,6.2616,325.4150,110.3660,-1,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3130,5,6,66,7,23,866.7790,10.7010,162.9820,76.4090,151.1280,225.8520,71.2610,2.1472,348.6740,71.5123,-1,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3131,2,2,74,3,11,855.8400,10.4870,163.4450,76.3190,151.1430,225.9720,71.0620,2.3133,327.7810,38.6968,-1,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3132,9,4,49,10,18,893.7080,10.4740,166.9970,75.6970,151.4220,227.1570,70.3990,4.8936,284.1000,30.5717,-1,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3133,18,9,50,6,23,1119.1900,10.1430,155.9250,70.8820,143.8250,216.7760,66.8270,1.7694,378.3730,358.2490,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3134,3,8,65,9,26,1137.6400,12.4580,154.5750,76.5530,146.8100,217.0770,69.1760,3.5611,398.6800,357.0830,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3135,14,6,55,13,30,1138.5400,9.4530,157.3430,70.8490,144.4240,218.0080,67.1730,1.5833,305.2710,352.9950,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3136,1,5,69,7,24,1158.0300,12.9850,155.5600,76.4200,147.1430,217.8770,68.5600,1.3939,383.0250,351.0120,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3137,12,7,60,11,28,1168.8100,11.4380,155.4290,74.2360,145.9480,217.6660,68.1250,2.2935,383.9800,346.2740,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3138,14,6,55,7,18,1178.3900,10.5510,155.4140,72.6210,144.9980,217.3820,67.6480,3.6201,355.6680,315.3400,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3139,11,9,54,8,25,1077.2700,11.1330,153.7690,75.5540,145.6200,215.6930,68.4760,3.1655,380.0870,262.5840,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3140,3,6,68,14,26,1158.0300,12.9850,155.5600,76.4200,147.1430,217.8770,68.5600,1.7403,383.0730,253.3330,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3141,8,4,58,10,18,1119.1900,10.1430,155.9250,70.8820,143.8250,216.7760,66.8270,1.8493,365.2680,231.6890,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3142,10,6,51,8,19,1054.0900,11.0240,153.4450,59.8400,134.1400,208.4460,57.5320,2.6165,498.2610,222.9350,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3143,0,5,44,23,32,842.2900,13.5910,170.3380,71.2520,146.9310,222.6190,64.1920,3.3477,381.2590,164.5740,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3144,5,7,73,17,27,1055.8200,9.5160,155.0160,70.9110,143.7940,216.6820,66.9610,4.7327,338.6740,150.7440,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3145,5,5,60,5,15,1084.5900,9.6420,157.3660,71.9400,145.2810,218.6320,68.1580,2.7327,360.5750,143.2880,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3146,15,8,54,9,18,1007.1500,10.7030,163.0130,70.1360,145.3500,220.5730,65.5410,4.3047,370.6210,103.8880,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3147,2,5,74,21,27,1047.4000,10.8780,159.6960,70.2700,144.3910,218.5200,65.6160,4.0050,401.0270,98.4654,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3148,9,6,58,4,17,1137.6400,12.4580,154.5750,76.5530,146.8100,217.0770,69.1760,1.5209,406.0580,95.5096,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3149,3,2,68,7,17,1074.6900,10.7120,153.7660,75.2570,146.0940,216.9410,69.8990,3.7578,383.1100,75.1152,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3150,17,4,52,12,20,839.8030,11.3730,156.7290,66.3270,140.4400,214.5630,62.2630,2.5149,427.0990,55.4603,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3151,16,11,56,6,28,1156.8100,11.9640,154.7070,75.7260,146.5290,217.3390,68.7180,4.1911,379.4950,55.4539,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3152,12,8,48,6,19,1042.8100,10.7720,154.3920,73.9320,144.9700,216.0160,67.3900,1.7385,382.1680,18.8301,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3153,1,5,71,9,34,1113.8300,9.6740,156.4980,71.6630,144.8310,218.0070,67.9740,4.3036,372.4380,3.7484,4,2,1,0.0000,8.2400,4.1400,27.1800,16.7500,0.0000
3154,0,3,64,8,11,801.8260,9.2180,169.4710,42.2660,125.6850,209.1110,46.1150,1.2150,490.3770,357.3080,4,3,1,0.0000,10.2500,5.2500,19.7500,16.7500,0.0000
3155,12,3,51,11,23,745.4340,9.6930,159.4100,45.4040,125.4370,205.4710,47.2780,0.3185,505.6410,342.7800,4,3,1,0.0000,10.2500,5.2500,19.7500,16.7500,0.0000
3156,1,4,63,18,11,734.9520,8.9240,158.4780,44.5740,125.3760,206.1830,48.6930,0.5456,547.0050,280.6280,4,3,1,0.0000,10.2500,5.2500,19.7500,16.7500,0.0000
3157,7,1,66,1,22,763.2040,9.3710,167.1390,46.1800,128.0250,209.8780,48.8570,0.6273,494.2810,245.1940,4,3,1,0.0000,10.2500,5.2500,19.7500,16.7500,0.0000
3158,0,2,64,15,14,720.2940,9.5870,169.9780,45.2850,127.9580,210.6360,47.5870,0.2774,500.2560,229.7530,4,3,1,0.0000,10.2500,5.2500,19.7500,16.7500,0.0000
3159,7,2,66,10,26,772.2510,8.1140,178.3410,39.4090,126.0090,212.6150,45.3120,1.7677,483.1940,222.8080,4,3,1,0.0000,10.2500,5.2500,19.7500,16.7500,0.0000
3160,2,1,70,4,22,744.8840,9.7090,169.7900,45.2530,127.6990,210.1500,47.3630,1.1723,509.7830,128.0440,4,3,1,0.0000,10.2500,5.2500,19.7500,16.7500,0.0000
3161,5,5,57,8,13,874.7860,10.0310,149.8830,46.2680,122.6930,199.1220,47.0860,2.9010,468.1790,71.3157,4,3,1,0.0000,10.2500,5.2500,19.7500,16.7500,0.0000
3162,3,7,52,17,22,726.1070,9.7910,169.8960,45.6040,128.0140,210.4330,47.4600,0.4369,506.3030,25.2682,4,3,1,0.0000,10.2500,5.2500,19.7500,16.7500,0.0000
3163,4,6,59,17,19,1071.0700,12.2460,155.4880,65.5260,137.9610,210.4050,59.6150,0.0450,393.3610,329.7900,4,2,1,0.0000,8.1600,4.1000,27.0700,16.6500,0.0000
3164,2,5,67,15,20,1058.7600,12.0560,155.7270,64.3100,137.2350,210.1700,59.0770,1.8494,396.5570,193.9390,4,2,1,0.0000,8.1600,4.1000,27.0700,16.6500,0.0000
3165,7,3,71,3,15,1077.4200,10.9540,153.3490,68.0300,140.2190,212.4190,63.9980,1.1487,357.2600,133.9660,4,2,1,0.0000,8.1600,4.1000,27.0700,16.6500,0.0000
3166,11,7,56,15,26,939.3290,9.8700,158.2330,64.0250,139.5020,214.9860,63.0690,0.4588,361.6680,61.1597,4,2,1,0.0000,8.1600,4.1000,27.0700,16.6500,0.0000
3167,2,6,71,17,19,1071.0700,12.2460,155.4880,65.5260,137.9610,210.4050,59.6150,0.4712,391.2520,35.6065,4,2,1,0.0000,8.1600,4.1000,27.0700,16.6500,0.0000
3168,15,8,50,7,19,1102.3700,12.0290,157.1690,64.6240,137.9480,211.2800,59.7190,1.4292,390.1590,10.8848,4,2,1,0.0000,8.1600,4.1000,27.0700,16.6500,0.0000
3169,3,5,55,17,14,1031.1700,10.7350,156.9940,65.9460,139.9080,213.8820,63.2860,0.2127,365.8010,3.5269,4,2,1,0.0000,8.1600,4.1000,27.0700,16.6500,0.0000
3170,2,1,61,8,22,756.9770,8.9840,173.9900,40.2290,125.0650,209.9090,43.7630,0.7607,509.2880,4.5434,4,3,1,0.0000,10.1500,5.1500,19.6500,16.6500,0.0000
3171,0,0,74,2,14,687.7430,10.8740,178.8650,67.6720,148.7800,229.8950,63.3850,2.3592,427.2290,256.9450,5,2,1,0.0000,8.5000,4.5000,24.9300,16.5000,0.0000
3172,29,8,46,0,13,757.3370,11.4160,174.0670,68.6870,147.8200,226.9590,63.3050,4.3980,440.0300,249.5840,6,2,1,0.0000,8.5000,4.5000,24.9300,16.5000,0.0000
3173,36,17,50,7,11,1128.4300,9.2150,157.7550,71.7320,145.0780,218.4320,67.9480,8.6023,318.3160,135.3300,5,2,1,0.0000,8.5000,4.5000,24.7800,16.5000,0.0000
3174,3,8,68,11,25,1099.4400,8.7710,157.7400,71.6340,145.0930,218.5600,67.3480,5.1183,336.2920,7.3437,5,2,1,0.0000,8.5000,4.5000,24.7800,16.5000,0.0000
3175,5,5,70,2,20,783.0300,8.9340,162.2620,69.0830,146.0180,222.9590,67.3930,4.2511,398.0530,70.6631,4,2,1,0.0000,8.4000,4.4000,24.6800,16.4000,0.0000
3176,6,3,57,9,17,753.2700,11.7510,172.1920,70.3860,148.3000,226.2250,64.2800,2.4599,427.9490,336.2630,5,2,1,0.0000,8.3600,4.3600,24.8400,16.3600,0.0000
3177,0,5,67,20,18,716.3040,12.7360,179.7540,71.0410,150.7350,230.4340,63.3110,2.3102,422.5840,230.9720,5,2,1,0.0000,8.3600,4.3600,24.8400,16.3600,0.0000
3178,0,1,72,4,16,700.1230,11.5750,182.3320,69.2310,150.6000,231.9770,63.6060,2.0738,410.0790,68.1036,5,2,1,0.0000,8.3600,4.3600,24.8400,16.3600,0.0000
3179,7,3,54,2,12,846.5270,10.6210,163.9200,75.8030,151.0980,226.3960,71.2030,3.0989,326.2080,190.5230,5,2,1,0.0000,8.3000,4.3000,24.6600,16.3000,0.0000
3180,10,3,65,1,14,824.3370,10.3660,164.5640,74.8530,150.5480,226.2510,70.6700,0.6800,330.7950,185.1940,5,2,1,0.0000,8.3000,4.3000,24.6600,16.3000,0.0000
3181,6,0,66,3,18,850.9060,10.7090,166.1320,76.0980,151.9650,227.8420,71.6370,1.3973,305.5010,114.4660,5,2,1,0.0000,8.3000,4.3000,24.6600,16.3000,0.0000
3182,1,4,64,9,16,810.8350,8.7920,165.0440,71.1430,148.1530,225.1670,69.0580,3.5182,353.3800,56.6140,5,2,1,0.0000,8.3000,4.3000,24.6600,16.3000,0.0000
3183,1,3,65,8,15,869.5350,12.3450,165.1220,81.5990,155.9190,230.2450,75.0160,3.7443,277.7200,223.0440,5,3,1,0.0000,7.9200,4.0100,26.6300,16.2900,0.0000
3184,15,4,45,8,18,754.3520,9.7870,159.1570,45.7050,125.5480,205.3970,48.5220,0.0969,509.8070,303.9370,4,3,1,0.0000,10.6000,5.5000,19.2600,16.2600,0.0000
3185,9,5,51,12,16,721.1600,12.4220,165.8720,67.3060,143.5240,219.7500,59.7950,0.2034,491.1660,134.8700,3,3,1,0.0000,8.4900,5.1600,25.6800,16.2500,0.0000
3186,1,2,67,1,10,677.1440,13.5170,178.6670,68.5050,147.7680,227.0380,58.3730,0.1430,508.3440,236.9000,3,3,1,0.0000,8.9500,5.3600,25.1000,16.0800,0.0000
3187,1,3,66,8,23,919.1110,9.4060,162.1580,72.0390,147.1090,222.1890,68.0230,3.3388,315.3180,72.1003,4,2,1,0.0000,8.2100,4.2900,23.9300,16.0100,0.0000
3188,7,7,70,21,22,907.7990,12.4430,150.8370,53.3840,128.8880,204.3990,48.6230,0.2131,510.1290,162.9860,1,3,1,0.0000,9.5000,5.7500,24.7200,16.0000,0.0000
3189,6,7,55,15,24,988.5700,11.1900,153.6140,59.0350,133.4160,207.8050,56.3870,1.4877,498.2650,314.2750,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3190,6,6,61,9,24,1143.8900,11.0090,154.6990,75.0180,146.1310,217.2490,69.3080,1.2657,399.6180,244.5760,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3191,4,2,76,0,21,1001.2800,10.1670,162.0840,74.8630,148.4950,222.1350,68.6550,3.1558,310.8370,208.7190,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3192,8,4,60,11,19,1119.1900,10.1430,155.9250,70.8820,143.8250,216.7760,66.8270,2.4390,373.9380,204.9270,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3193,6,6,60,14,28,1097.9800,10.3140,155.0610,72.9290,144.7150,216.5130,67.5990,3.9972,367.0080,202.4780,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3194,7,5,64,11,26,1041.3300,11.5490,155.1880,74.5530,145.4020,216.2570,66.9310,3.1487,338.3900,137.2630,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3195,16,6,54,9,19,917.1550,9.9090,151.9850,57.7930,132.8650,207.9450,57.4140,1.7511,501.2950,120.4520,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3196,2,7,71,14,21,1136.8100,10.0260,155.4830,70.6440,143.5780,216.5220,66.7760,1.4004,378.2150,116.9010,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3197,15,8,51,16,32,1042.8100,10.7720,154.3920,73.9320,144.9700,216.0160,67.3900,1.6818,359.6630,94.6316,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3198,0,4,65,15,30,988.5700,11.1900,153.6140,59.0350,133.4160,207.8050,56.3870,3.2013,486.3700,66.6605,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3199,1,7,77,0,10,873.4260,10.1010,156.0250,60.3320,135.9820,211.6400,59.1080,2.4252,495.1590,66.0780,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3200,3,4,66,4,25,837.4710,10.0220,157.7980,60.8630,137.0120,213.1710,59.7840,1.8577,480.7600,56.6473,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3201,6,5,60,11,20,1129.0300,10.6990,155.8830,72.1150,144.5600,217.0130,67.2620,2.7487,369.1700,34.2161,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3202,10,7,62,2,22,1153.5500,10.0250,157.4190,70.7770,144.3900,218.0060,66.8870,3.6411,363.4930,24.6234,4,2,1,0.0000,8.0600,4.0900,25.6200,15.9900,0.0000
3203,2,0,68,1,12,790.7510,8.7250,155.1520,44.3920,124.1520,203.9180,48.5190,1.0595,499.4680,14.0243,4,2,1,0.0000,8.4700,4.7300,23.4800,15.9800,0.0000
3204,4,4,61,15,18,749.3970,12.2240,176.7610,69.9820,148.9540,227.9330,62.4160,2.7263,451.3390,296.9270,3,2,1,0.0000,8.7500,4.5100,22.2500,15.9800,0.0000
3205,53,9,32,0,15,802.7380,13.1600,182.3910,65.7990,147.1220,228.4500,56.2980,3.9650,495.1070,328.6560,5,2,1,0.0000,8.7500,4.5100,22.2500,15.9800,0.0000
3206,2,1,77,1,11,767.3500,12.4790,178.8730,70.3960,149.8130,229.2380,62.8030,3.7454,447.8730,165.2180,5,2,1,0.0000,8.7500,4.5100,22.2500,15.9800,0.0000
3207,0,5,72,15,18,912.7300,10.8390,152.9840,65.4150,138.7370,212.0710,62.1240,1.2518,437.3200,293.7800,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3208,10,6,63,9,23,863.7930,10.8900,156.2490,64.0380,138.6500,213.2720,60.9360,1.9931,420.7860,283.4650,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3209,15,8,58,13,20,985.7870,11.3160,158.3190,63.8710,138.5090,213.1540,60.5420,1.7316,389.9200,228.8810,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3210,8,8,58,8,17,1077.4200,10.9540,153.3490,68.0300,140.2190,212.4190,63.9980,2.1417,370.6100,206.4180,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3211,2,4,69,14,19,988.3360,11.0720,155.1250,68.6230,141.8270,215.0350,64.3150,2.2999,396.1150,193.6340,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3212,7,7,53,12,24,1055.4100,12.9950,155.4710,69.5190,140.3720,211.2280,61.2180,1.7092,404.1550,160.7410,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3213,9,6,49,12,21,1140.5500,10.9810,154.3100,59.0300,133.6400,208.2540,56.8300,3.0596,468.7740,157.0810,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3214,18,5,63,9,17,959.5370,11.1960,155.4640,68.9860,142.1060,215.2310,64.4660,2.7218,420.3440,145.8110,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3215,15,8,52,12,20,1091.6700,11.9720,152.8500,70.9430,141.8650,212.7950,65.0650,1.6688,361.5750,139.8300,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3216,13,6,57,11,19,1033.7100,11.2880,157.1930,62.1010,136.6240,211.1550,59.1540,1.1237,419.0500,139.0070,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3217,5,6,59,16,22,1055.4100,12.9950,155.4710,69.5190,140.3720,211.2280,61.2180,2.3027,413.0080,110.5440,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3218,10,10,60,17,24,1036.5000,8.9100,157.3360,66.7040,141.7030,216.7110,65.0890,1.2296,375.1030,102.7730,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3219,8,7,54,15,21,1091.1000,12.4100,154.6210,68.5120,139.9430,211.3830,62.1140,0.6864,406.0100,96.8850,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3220,5,7,59,8,18,1034.1900,11.3810,156.9050,63.6020,137.9070,212.2230,60.1210,2.3435,439.5250,78.6508,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3221,27,10,49,9,16,944.4480,10.6580,158.0880,63.7470,138.7470,213.7540,61.5070,2.0299,389.1130,76.2066,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3222,0,5,67,6,21,1072.7500,11.2150,155.8720,61.2870,135.6370,209.9910,58.4900,1.8144,413.0550,63.4685,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3223,5,12,68,6,29,1085.8200,14.3220,151.6390,74.9290,143.1160,211.3070,63.8430,2.0122,363.5300,48.7704,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3224,23,12,54,6,23,971.4490,10.6180,155.6640,64.7630,138.8080,212.8570,61.7210,0.9274,419.6270,8.2552,4,2,1,0.0000,7.9900,4.0300,25.4900,15.8900,0.0000
3225,14,7,69,0,13,868.2130,10.3520,156.3450,61.8190,137.1370,212.4660,60.0360,7.2960,448.9400,329.8160,4,2,1,0.0000,8.2100,4.3500,23.2300,15.8500,0.0000
3226,5,5,70,2,9,766.5180,8.8690,158.9510,68.9930,144.8820,220.7790,67.3060,4.9791,424.9020,308.6690,4,2,1,0.0000,8.2100,4.3500,23.2300,15.8500,0.0000
